ID,"type (keynote, long paper, short paper, ppf paper, workshop, poster, demo, tutorial, panel, etc.)",title,authors/speakers (comma delineated),session name,session chair,room name,date (MM-DD-YYYY),time (HH:MM:SS military time),endtime,keywords (comma delinated),"award (best paper, honorary mention)",abstract/blurb,,(new) authors,,(new) title
117,long paper,Guided Walk: A Scalable Recommendation Algorithm for Complex Heterogeneous Social Networks,"Roy Levin, Hassan Abasi and Uzi Cohen",Paper Session 10 - Social Perspective,Elizabeth Daly,Kresge,09-18-16,16:20:00,18:00:00,"Recommendations,Heterogeneous Networks,Social Networks,Graph Algorithms,Apache Spark,GraphX,Pregel",,"Online social networks have become predominant in recent years and have grown to encompass massive scales of data. In addition to data scale, these networks can be heterogeneous and contain complex structures between different users, between social entities and various interactions between users and social entities. This is especially true in enterprise social networks where hierarchies explicitly exist between employees as well. In such networks, producing the best recommendations for each user is a very challenging problem for two main reasons. First, the complex structures in the social network need to be properly mined and exploited by the algorithm. Second, these networks contain millions or even billions of edges making the problem very difficult computationally. In this paper we present Guided Walk, a supervised graph based algorithm that learns the significance of different network links for each user and then produces entity recommendations based on this learning phase. We compare the algorithm with a set of baseline algorithms using offline evaluation techniques as well as a user survey. The offline results show that the algorithm outperforms the next best algorithm by a factor of 3.6. The user survey further confirms that the recommendation are not only relevant but also rank high in terms of personal relevance for each user. To deal with large scale social networks, the Guided Walk algorithm is formulated as a Pregel program which allows us to utilize the power of distributed parallel computing. This would allow horizontally scaling the algorithm for larger social networks by simply adding more compute nodes to the cluster.",,"Roy Levin, Hassan Abassi, Uzi Cohen",,Guided Walk: A Scalable Recommendation Algorithm for Complex Heterogeneous Social Networks
143,long paper,STAR: Semiring Trust Inference for Trust-Aware Social Recommenders,"Peixin Gao, Hui Miao, John Baras and Jennifer Golbeck",Paper Session 10 - Social Perspective,Elizabeth Daly,Kresge,09-18-16,16:20:00,18:00:00,"trust-aware social recommender, trust inference, trust network, distrust, trust propagation and aggregation",,"Social recommendation takes advantage of the influence of social relationships in decision making and the ready availability of social data through social networking systems. Trust relationships in particular can be exploited in such systems for rating prediction and recommendation, which has been shown to have the potential for improving the quality of the recommender and alleviating the issue of data sparsity, cold start, and adversarial attacks. An appropriate trust inference mechanism is necessary in extending the knowledge base of trust opinions and tackling the issue of limited trust information due to connection sparsity of social networks. In this work, we offer a new solution to trust inference in social networks to provide a better knowledge base for trust-aware recommender systems. We propose using a semiring framework as a nonlinear way to combine trust evidences for inferring trust, where trust relationship is model as 2-D vector containing both trust and certainty information. The trust propagation and aggregation rules, as the building blocks of our trust inference scheme, are based upon the properties of trust relationships. In our approach, both trust and distrust (i.e., positive and negative trust) are considered, and opinion conflict resolution is supported. We evaluate the proposed approach on real-world datasets, and show that our trust inference framework has high accuracy, and is capable of handling trust relationship in large networks. The inferred trust relationships can enlarge the knowledge base for trust information and improve the quality of trust-aware recommendation.",,"Peixin Gao, Hui Miao, John S Baras, Jennifer Golbeck",,STAR: Semiring Trust Inference for Trust-Aware Social Recommenders
149,long paper,"Vista: A Visually, Socially, and Temporally-aware Model for Artistic Recommendation","Ruining He, Chen Fang, Zhaowen Wang and Julian McAuley",Paper Session 10 - Social Perspective,Elizabeth Daly,Kresge,09-18-16,16:20:00,18:00:00,"Recommender Systems,Artistic Preferences,Markov Chains",,"Understanding users' interactions with highly subjective content---like artistic images---is challenging due to the complex semantics that guide our preferences. On the one hand one has to overcome `standard' recommender systems challenges, such as dealing with large, sparse, and long-tailed datasets. On the other, several new challenges present themselves, such as the need to model content in terms of its visual appearance, or even social dynamics, such as a preference toward a particular artist that is independent of the art they create. In this paper we build large-scale recommender systems to model the dynamics of a vibrant digital art community, Behance, consisting of tens of millions of interactions (clicks and `appreciates') of users toward digital art. Methodologically, our main contributions are to model (a) rich content, especially in terms of its visual appearance; (b) temporal dynamics, in terms of how users prefer `visually consistent' content within and across sessions; and (c) social dynamics, in terms of how users exhibit preferences both towards certain art styles, as well as the artists themselves.",,"Ruining He, Chen Fang, Zhaowen Wang, Julian McAuley",,"Vista: A Visually, Socially, and Temporally-aware Model for Artistic Recommendation"
191,long paper,Representation Learning for Homophilic Preferences,Trong Nguyen and Hady Lauw,Paper Session 10 - Social Perspective,Elizabeth Daly,Kresge,09-18-16,16:20:00,18:00:00,"user preferences, homophily, representation learning, social recommendation, restricted Boltzmann machine",,"Users express their personal preferences through ratings, adoptions, and other consumption behaviors. We seek to learn latent representations for user preferences from such behavioral data. One representation learning model that has been shown to be effective for large preference datasets is Restricted Boltzmann Machine (RBM). While homophily, or the tendency of friends to share their preferences at some level, is an established notion in sociology, thus far it has not yet been clearly demonstrated on RBM-based preference models. The question lies in how to appropriately incorporate social network into the architecture of RBM-based models for learning representations of preferences. In this paper, we propose two potential architectures: one that models social network among users as additional observations, and another that incorporates social network into the sharing of hidden units among related users. We study the efficacies of these proposed architectures on publicly available, real-life preference datasets with social networks, yielding useful insights.",,"Trong T. Nguyen, Hady W. Lauw",,Representation Learning for Homophilic Preferences
9,long paper,Personalized Recommendations using Knowledge Graphs: A Probabilistic Logic Programming Approach,Rose Catherine and William Cohen,Paper Session 11 - Algorithms II,Elizabeth Daly,Kresge,09-19-16,8:30:00,10:10:00,"Knowledge Graph based Recommendations, Probabilistic Logic Programming, Graph based Matrix Factorization",,"Improving the performance of recommender systems using knowledge graphs is an important task. There have been many hybrid systems proposed in the past that use a mix of content-based and collaborative filtering techniques to boost the performance. More recently, some work has focused on recommendations that use external knowledge graphs (KGs) to supplement content-based recommendation. In this paper, we investigate three methods for making KG based recommendations using a general-purpose probabilistic logic system called ProPPR. The simplest of the models, EntitySim, uses only the links of the graph. We then extend the model to TypeSim that also uses the types of the entities to boost its generalization capabilities. Next, we develop a graph based latent factor model, GraphLF, which combines the strengths of latent factorization with graphs. We compare our approaches to a recently proposed state-of-the-art graph recommendation method on two large datasets, Yelp and MovieLens-100K. The experiments illustrate that our approaches can give large performance improvements. Additionally, we demonstrate that knowledge graphs give maximum advantage when the dataset is sparse, and gradually become redundant as more training data becomes available, and hence are most useful in cold-start settings.",,"Rose Catherine, William Cohen",,Personalized Recommendations using Knowledge Graphs: A Probabilistic Logic Programming Approach
43,long paper,Efficient Bayesian Methods for Graph-based Recommendation,"Ramon Lopes, Renato Assuncao and Rodrygo Santos",Paper Session 11 - Algorithms II,Elizabeth Daly,Kresge,09-19-16,8:30:00,10:10:00,"collaborative filtering, item recommendation, Bayesian statistics",,"Short-length random walks on the bipartite user-item graph have recently been shown to provide accurate and diverse recommendations. Nonetheless, these approaches suffer from severe time and space requirements, which can be alleviated via random walk sampling, at the cost of reduced recommendation quality. In addition, these approaches ignore users' ratings, which further limits their expressiveness. In this paper, we introduce a computationally efficient graph-based approach for collaborative filtering based on short-path enumeration. Moreover, we propose three scoring functions based on the Bayesian paradigm that effectively exploit distributional aspects of the users' ratings. We experiment with seven publicly available datasets against state-of-the-art graph-based and matrix factorization approaches. Our empirical results demonstrate the effectiveness of the proposed approach, with significant improvements in most settings. Furthermore, analytical results demonstrate its efficiency compared to other graph-based approaches.",,"Ramon Lopes, Renato Assunção, Rodrygo L. T. Santos",,Efficient Bayesian Methods for Graph-based Recommendation
280,long paper,Using Navigation to Improve Recommendations in Real-Time,"Chao-Yuan Wu, Christopher Alvino, Alexander J. Smola and Justin Basilico",Paper Session 11 - Algorithms II,Elizabeth Daly,Kresge,09-19-16,8:30:00,10:10:00,"recommender systems,probabilistic graphical models,user navigation modeling,real-time recommendations,latent variable models,online inference,user modeling,personalization",,"Implicit feedback is a key source of information for many recommendation and personalization approaches. However, using it typically requires multiple episodes of interaction and roundtrips to a recommendation engine. This adds latency and neglects the opportunity of immediate personalization for a user \emph{while} the user is navigating recommendations. We propose a novel strategy to address the above problem in a principled manner. The key insight is that as we observe a user's interactions, it reveals much more information about her desires. We exploit this by inferring the within-session user intent \emph{on-the-fly} based on navigation interactions, since they offer valuable clues into a user's current state of mind. Using navigation patterns and adapting recommendations in real-time creates an opportunity to provide more accurate recommendations. By prefetching a larger amount of content, this can be carried out entirely in the client (such as a browser) without added latency. We define a new Bayesian model with an efficient inference algorithm. We demonstrate significant improvements with this novel approach on a real-world, large-scale dataset from Netflix on the problem of adapting the recommendations on a user's homepage.",,"Chao-Yuan Wu, Christopher V Alvino, Alexander J Smola, Justin Basilico",,Using Navigation to Improve Recommendations in Real-Time
304,long paper,Bayesian Low-Rank Determinantal Point Processes,"Mike Gartrell, Ulrich Paquet and Noam Koenigstein",Paper Session 11 - Algorithms II,Elizabeth Daly,Kresge,09-19-16,8:30:00,10:10:00,"recommender systems, determinantal point processes, MCMC inference",,"Determinantal point processes (DPPs) are an emerging model for encoding probabilities over subsets, such as shopping baskets, selected from a ground set, such as an item catalog. They have recently proved to be appealing models for a number of machine learning tasks, including product recommendation. DPPs are parametrized by a positive semi-definite kernel matrix. Prior work has shown that using a low-rank factorization of this kernel provides scalability improvements that open the door to training on large-scale datasets and computing online recommendations, both of which are infeasible with standard DPP models that use a full-rank kernel. A low-rank DPP model can be trained using an optimization-based method, such as stochastic gradient ascent, to find a point estimate of the kernel parameters, which can be performed efficiently on large-scale datasets. However, this approach requires careful tuning of regularization parameters to prevent overfitting and provide good predictive performance, which can be computationally expensive. In this paper we present a Bayesian method for learning a low-rank factorization of this kernel, which provides automatic control of regularization. We show that our Bayesian low-rank DPP model can be trained efficiently using stochastic gradient Hamiltonian Monte Carlo (SGHMC). Our Bayesian model generally provides better predictive performance on several real-world product recommendation datasets than optimization-based low-rank DPP models trained using stochastic gradient ascent, and better performance than several state-of-the art recommendation methods in many cases.",,"Mike Gartrell, Ulrich Paquet, Noam Koenigstein",,Bayesian Low-Rank Determinantal Point Processes
125,short paper,Recommending Repeat Purchases using Product Segment Statistics,"Suvodip Dey, Pabitra Mitra and Kratika Gupta",Paper Session 11 - Algorithms II,Elizabeth Daly,Kresge,09-19-16,8:30:00,10:10:00,"Repeat purchase,Poisson/Gamma model, Dirichlet model",,"Repeat Purchases have become increasingly important in measuring customer's satisfaction and loyalty to e-commerce websites in regard to online shopping. In this paper, we first propose a model for estimating repeat purchase frequency in a given time period from a given product category using Poisson/Gamma model. Second, we estimate the purchase probabilities of different product types in a product category for each customer using Dirichlet model. Experimental results on data collected by a real-world e-commerce website show that it can predict a user's average repeat purchase frequency along with their product types with decent accuracy. We also argue that the output of our models can be used as prior information to enhance the performance of time-sensitive recommendation.",,"Suvodip Dey, Pabitra Mitra, Kratika Gupta",,Recommending Repeat Purchases using Product Segment Statistics
231,short paper,Bayesian Personalized Ranking with Multi-Channel User Feedback,"Babak Loni, Roberto Pagano, Martha Larson and Alan Hanjalic",Paper Session 11 - Algorithms II,Elizabeth Daly,Kresge,09-19-16,8:30:00,10:10:00,"Collaborative Filtering, Bayesian Personalized Ranking, Multiple Feedback Channels",,"Pairwise learning-to-rank algorithms have been shown to allow recommender systems to leverage unary user feedback. We propose Multi-feedback Bayesian Personalized Ranking (MF-BPR), a pairwise method that exploits different types of feedback with an extended sampling method. The feedback types are drawn from different ``channels'', in which users interact with items (e.g., clicks, likes, listens, follows, and purchases). We build on the insight that different kinds of feedback, e.g., a click versus a like, reflect different levels of commitment or preference. Our approach differs from previous work in that it exploits multiple sources of feedback simultaneously during the training process. The novelty of MF-BPR is an extended sampling method that equates feedback sources with ``levels'' that reflect the expected contribution of the signal. We demonstrate the effectiveness of our approach with a series of experiments carried out on three datasets containing multiple types of feedback. Our experimental results demonstrate that with a right sampling method, MF-BPR outperforms BPR in terms of accuracy. We find that the advantage of MF-BPR lies in its ability to leverage level information when sampling negative items.",,"Babak Loni, Roberto Pagano, Martha Larson, Alan Hanjalic",,Bayesian Personalized Ranking with Multi-Channel User Feedback
i1,industry talk,Mendeley: Recommendations for Researchers,Saúl Vargas,Industry Session 1,Karen Church,Room 202,09-17-16,10:40:00,12:20:00,"research article recommendation, people recommendation",,"For a researcher, keeping up with what is going on in their research field can be a difficult and time-consuming task. For example, a fresh PhD student may want to know what are the relevant papers matching their research interests. An assistant professor may like to be up-to-date with what their colleagues are publishing. A professor might want to be notified about funding opportunities relevant to the work done in their research group. Since the volume of published research and research activity is constantly growing, it is becoming increasingly more difficult for researchers to be able to manage and filter through the research information flow. In this challenging context, Mendeley's mission is to become the world's ``research operating system''. We do this not only by providing our well-know reference management system, but also by providing discovery capabilities for researchers on different kinds of entities, such as articles and profiles. In our talk, we will share Mendeley's experiences with building our article and profile recommendation systems, the challenges that we have faced and the solutions that we have put in place. We will discuss how we address different users' needs with our data and algorithm infrastructure to achieve good user experience.",,"Saúl Vargas, Maya Hristakeva, Kris Jack",,Mendeley: Recommendations for Researchers
i2,industry talk,When Recommendation Systems Go Bad,Evan Estola,Industry Session 1,Karen Church,Room 202,09-17-16,10:40:00,12:20:00,,,,,,,
i3,industry talk,News Recommendations at scale at Bloomberg Media: Challenges and Approaches,"Dhaval Shah, Rohit Parimi",Industry Session 1,Karen Church,Room 202,09-17-16,10:40:00,12:20:00,"Recommender Systems, Collaborative Filtering, Real-time",,"In the past decade, news consumption through traditional channels such as print has been on the decline while online and digital news consumption has been steadily growing. Bloomberg, renowned for its products in the financial world, has a very strong presence in the news and media industry. Bloomberg Media, on an average, publishes 400-500 stories and videos per day and we have close to 30 million unique visitors on our websites and mobile applications every month consuming this content. At such a scale it is very important to recommend relevant information for a good user experience. Recommendations in the News and Media domain bring a unique set of challenges due to the dynamic nature of the data as well as unique consumption patterns. The biggest challenge with building recommendation systems in the News domain is the dynamic nature of the domain itself; new content is published every few minutes and majority of the content has a short shelf life, i.e., the news is not relevant to users after a certain time span and the time span is generally of the order of hours rather than days, making it important to deliver relevant content in a timely manner. Moreover, our users consume content differently based on time of day. For example, some users whose focus is market news and market data during the day consume more long form and generic articles and videos in the evening. User preferences, along with being cyclical in nature, tend to change over time, so algorithms need to adapt to the changing taste of the user. In addition, we need to ensure that the users do get their share of important/trending news and are not put into a filter bubble. In this talk, we will present some novel techniques we have applied to popular approaches in the field of Recommender Systems to be able to address the unique challenges which the news domain presents.",,"Dhaval Shah, Pramod Koneru, Parth Shah, Rohit Parimi",,News Recommendations at scale at Bloomberg Media: Challenges and Approaches
i4,industry talk,Building a Personal Assistant: An Industry Case Study,Max Sklar,Industry Session 1,Karen Church,Room 202,09-17-16,10:40:00,12:20:00,,,,,,,
i5,industry talk,Music personalization at Spotify,Vidhya Murali,Industry Session 1,Karen Church,Room 202,09-17-16,10:40:00,12:20:00,"Music Personalization,Recommender System,Spotify,Discover Weekly, Machine Learning,Collaborative Filtering,Data Pipelines",,"Spotify is the world's largest on-demand music streaming company, with over 75 million active listeners choosing what to listen to among tens of millions songs. Discovery and personalization is a key part of the experience and critical to the success of the creator and consumer ecosystem. In this talk, we'll discuss the state of our current discovery approaches, such as the Discover Weekly playlist that has already streamed billions of new discoveries and Fresh Finds, a scalable platform for brand new music that focuses suggestions on the long end of the popularity tail. We'll discuss the technologies at scale necessary to distill the information about music from our listeners and the world at large we collect outside of Spotify -- with the massive amounts of user-item activity data we collect every day to create highly personalized music experiences. Entire teams at Spotify focus on understanding both the creator and listener through collaborative filtering, machine learning, DSP and NLP approaches -- we crawl the web for artist information, scan each note in every one of our millions of songs for acoustic signals, and model users’ taste through a cluster analysis and in a latent space based on their historical and real-time listening patterns. The data generated by these analyses have ensured our discovery products are precise and help our users enjoy music and media across our entire catalog. We’ll dive deep into the workings of Discover Weekly, our marquee personalized playlist which updates weekly and reached 1 billion streams within the first 10 weeks from its release. The technology behind Discover Weekly is powered by a scalable factor analysis of Spotify’s over two billion user-generated playlists matched to each user’s current listening behavior. We’ll discuss its innovative genesis and the challenges and opportunities the system faces a year after its launch. We’ll also discuss Spotify’s home page, seen by each of our users, currently undergoing vast efforts around personalization to ensure each listener gets a targeted list of playlists, shows and music to select throughout their day. We’ll discuss the various similarity metrics, ranking approaches and user modeling we’re working on to increase precision and optimize for our users’ happiness.",,"Kurt Jacobson, Vidhya Murali, Edward Newett, Brian Whitman, Romain Yon",,Music Personalization at Spotify
i6,industry talk,Recommending for the World,"Justin Basilico, Yves Raimond",Industry Session 2,Hrishikesh Aradhye,Room 202,09-18-16,14:00:00,16:20:00,"Recommender Systems, Search, Internationalization, Netflix",,"The Netflix experience is driven by a number of recommendation algorithms: personalized ranking, page generation, similarity, ratings, search, etc. On the January 6th, 2016 we simultaneously launched Netflix in 130 new countries around the world, which brought the total to over 190 countries. Preparing for such a rapid expansion while ensuring each algorithm was ready to work seamlessly created new challenges for our recommendation and search teams. In this talk, we will highlight the four most interesting challenges we encountered in making our algorithms operate globally and how this improved our ability to connect members worldwide with stories they'll love. In particular, we will dive into the problems of uneven availability across catalogs, balancing personal and cultural tastes, handling language, and tracking quality of recommendations. Uneven catalog availability is a challenge because many recommendation algorithms assume that people could interact with any item and then use the absence of interaction implicitly or explicitly as negative information in the model. However, this assumption does not hold globally and across time where item availability differs. Running algorithms globally means needing a notion of location so that we can handle local variations in taste while also providing a good basis for personalization. Language is another challenge in recommending video content because people can typically only enjoy content that has assets (audio, subtitles) in languages they understand. The preferences for how people enjoy such content also vary between people and depend on their familiarity with a language. Also, while would like our recommendations to work well for every one of our members, tracking quality becomes difficult because with so many members in so many countries speaking so many languages, it can be hard to determine when an algorithm or system is performing sub-optimally for some subset of them. Thus, to support this global launch, we examined each and every algorithm that is part of our service and began to address these challenges.",,"Justin Basilico, Yves Raimond",,Recommending for the World
i7,industry talk,The Exploit-Explore Dilemma in Music Recommendation,Oscar Celma,Industry Session 2,Hrishikesh Aradhye,Room 202,09-18-16,14:00:00,16:20:00,"Ensemble learning, exploit-explore dilemma, content-based recommendation, machine listening, A/B online testing, offline evaluation, thumbprint radio",,"Were The Rolling Stones right when they said, “You can’t always get what you want; but if you try sometime you get what you need”? Recommendation systems are the crystal ball of the Internet: predicting user intentions, making sense of big data, and delivering what people are looking for before they even know they want it. Pandora radio is best known for the Music Genome Project; the most unique and richly labeled music catalog of 1.5 million+ tracks. While this content-based approach to music recommendation is extremely effective and still used today as the foundation to the leading online radio service, Pandora has also collected more than a decade of contextual listener feedback in the form of more than 65 billion thumbs from 79M+ monthly active users who have created more than 9 billion stations. This session will look at how the interdisciplinary team at Pandora goes about making sense of these massive data sets to successfully make large scale music recommendations to our listeners. As opposed to more traditional recommender systems which need only to recommend a single item or set of items, Pandora’s recommenders must provide an evolving set of sequential items, which constantly keep the experience new and exciting. In this talk I will present a dynamic ensemble learning system that combines musicological data and machine learning models to provide a truly personalized experience. This approach allows us to switch from a lean back experience (exploitation) to a more exploration mode to discover new music tailored specifically to users individual tastes. To exemplify this, I will present a recently launched product led by the research team, Thumbprint Radio. Following this session the audience will have an in-depth understanding of how Pandora uses science to determine the perfect balance of familiarity, discovery, repetition and relevance for each individual listener, measures and evaluates user satisfaction, and how our online and offline architecture stack plays a critical role in our success.",,Oscar Celma,,The Exploit-Explore Dilemma in Music Recommendation
i8,industry talk,Feature Selection For Human Recommenders,Katherine Livins,Industry Session 2,Hrishikesh Aradhye,Room 202,09-18-16,14:00:00,16:20:00,Human Computation,,"Recommendation systems struggle to incorporate rich features, such as those derived from natural language and images. While humans can readily process this sort of information, they cannot not scale in the same way that statistical/ML models can. As a result, hybrid-algorithms that make recommendations based on the outputs of both computers and humans are becoming increasingly popular. This talk will explore novel methods for determining what features the human side of these systems should be processing. It will outline how experimental methods (borrowed from the behavioral sciences) can be used to this end, along with how the human recommendations may be improved as a result.",,Katherine A. Livins,,Feature Selection For Human Recommenders
i9,industry talk,Considering Supplier Relations and Monetization in Designing Recommendation Systems,Jan Krasnodebski,Industry Session 2,Hrishikesh Aradhye,Room 202,09-18-16,14:00:00,16:20:00,"Recommender systems, E-commerce, Metrics, Evaluation",,"E-commerce merchants need to optimize their recommendations and sort listings on multi-dimensional requirements beyond product attributes to include supplier considerations, long-term customer experience and the value of the sale to achieve long term success. Product recommendations for optimizing customer conversion can be modeled effectively with predictive analytic methodologies. However, supplier and customer experience elements are not easily modeled in the same manner. This paper outlines an algorithmic approach for these considerations from Expedia’s experiences.",,"Jan Krasnodebski, John Dines",,Considering Supplier Relations and Monetization in Designing Recommendation Systems
i10,industry talk,A Cross-Industry Machine Learning Framework with Explicit Representations,"Nathan R. Wilson, Ph.D.",Industry Session 2,Hrishikesh Aradhye,Room 202,09-18-16,14:00:00,16:20:00,"recommendations, synaptic intelligence, explicit representation",,"At Nara Logics, we provide recommendations for ecommerce, supply chain, financial services, travel & hospitality, operations and more for the Global 200. We've learned that for machine intelligence to be accepted, it must interact seamlessly with humans, expose its reasoning to humans, and even incorporate human feedback in real time into its decision making. Just as you take your friends’ recommendations more seriously when you can probe their mental model of your likes and dislikes, machine recommendations are more appealing when users understand how they were generated and can provide feedback to those recommendations. These aspects are necessary as commercial interfaces increasingly leverage recommendations alongside statistical analysis.",,"Denise Ichinco, Sahil Zubair, Jana Eggers, Nathan Wilson",,A Cross-Industry Machine Learning Framework with Explicit Representations
i11,industry talk,"Leveraging a Graph-Powered, Real-Time Recommendation Engine to Create Rapid Business Value",Adam Anthony,Industry Session 3,Paul Lamere,Kresge,09-19-16,8:30:00,10:10:00,"Graph Databases, Real Time Recommendation, Recommendation Analysis",,"Deployment of open source recommendation systems has been shown to be an effective way to increase sale conversions on a variety of e-commerce sites. However, there remains a large gap between deploying the core algorithm provided by these systems and delivering an application-quality recommendation system, specifically tailored to address complex and dynamically changing business needs. We will present a real-time recommendation engine built on our graph data platform that provides the following extensions to a basic recommendation model: \begin{enumerate} \item {\bf True real-time recommendation algorithms}: We provide a simple framework for customers to author and deploy real-time recommendation algorithms with no pre-computation required. \item {\bf Streaming updates of user behavior and product information}: As quickly as data are generated, the recommendation engine applies the updates and can serve updated results. \item {\bf Support for offline recommendation algorithms}: Users with existing investment in a quality recommendation program can import their pre-computed results into the graph database for efficient, unified service of results. \item {\bf Tools for Business-centric requirements}: The engine offers a range of weighting, sorting, and filtering options to tailor recommendation algorithms to business needs. For example, the engine can eliminate products that are out of stock or favor products that are known to perform well in different real-time contexts. \item {\bf Multiple algorithm ensemble support}: There is rarely a case where one algorithm is sufficient to identify the best items to recommend to a user. Integrating points 1 through 4, the engine provides intuitive methods for specifying and combining the results of multiple recommendation algorithms to achieve the highest-performing results. \item {\bf Recommendation feedback tools}: Pre- and Post-analysis tools, built around a business' logic, are used to generate reports to assess the value of both potential and currently deployed algorithms. \end{enumerate} Of particular interest to RecSys attendees, we will discuss the technical aspects of a graph-based implementation of the recommendation engine and how it facilitates the rapid design and deployment of an efficient real-time recommendation system under a single service. We will briefly discuss the architecture of our graph database system to show how it can efficiently serve a large user base even from a single server shared-memory architecture. Attendees will also learn about graph-based data modeling and how viewing data from this perspective can lead to new types of business insights and applications that are not easily implemented using traditional relational and/or NoSQL platforms. We will conclude with a brief demonstration of a real deployed application UI to demonstrate the ease by which recommendation systems can be implemented and deployed using the engine.",,"Adam Anthony, Yu-Keng Shih, Ruoming Jin, Yang Xiang",,"Leveraging a Graph-Powered, Real-Time Recommendation Engine to Create Rapid Business Value"
i12,industry talk,Hypothesis testing: How to eliminate ideas as soon as possible,Roman Zykov,Industry Session 3,Paul Lamere,Kresge,09-19-16,8:30:00,10:10:00,"recommender systems, A/B testing, AA/BB testing, hypotheses testing, diversification, Bayesian statistics, evaluation",,"Retail Rocket helps web shoppers make better shopping decisions by providing personalized real-time recommendations through multiple channels with over 100MM unique monthly users and 1000+ retail partners. The rapid improvement of the product is important to win on the high-concurrency market of real-time personalization platforms. The necessity of introducing constant innovations and improvements of algorithms for recommendation systems requires correct tools and a process of rapid testing of hypotheses. It`s not a secret that 9 out of 10 hypotheses actually do not improve the performance at least. We had the task stated as follows: How to detect and eliminate the idea that doesn`t improve as early as possible, to spend a minimum of resources on that process. In the report we will talk about: • How we make our process of hypotheses testing faster. • One programming language for R&D. • Enmity and friendship of offline and online metrics. • Why it is difficult to predict the impact of changing diversity of algorithms. • What is the benefit of AA/BB online tests. • Bayesian statistics for the evaluation of online tests. Roman Zykov is the Chief Data Scientist at the Retail Rocket. In Retail Rocket is responsible for algorithms of personalized and non-personalized recommendations. Previous to Retail Rocket, Roman was the Head of analytics at the biggest e-commerce companies for almost ten years. He received Ms.Sc. in applied mathematics and physics from the MIPhT in 2004.",,Roman Zykov,,Hypothesis Testing: How to Eliminate Ideas as Soon as Possible
i13,industry talk,Recommending the world’s knowledge: application of recommender systems at Quora,Lei Yang,Industry Session 3,Paul Lamere,Kresge,09-19-16,8:30:00,10:10:00,"Recommender systems, ranking, collaborative filtering, machine learning, personalization",,"At Quora, our mission is to share and grow the world's knowledge. Recommender systems are at the core of this mission: we need to recommend the most important questions to people most likely to write great answers, and recommend the best answers to people interested in reading them. Driven by the above mission statement, we have a variety of interesting and challenging recommendation problems and a large, rich data set that we can work with to build novel solutions for them. In this talk, we will describe several of these recommendation problems and present our approaches solving them.",,"Lei Yang, Xavier Amatriain",,Recommending the World's Knowledge: Application of Recommender Systems at Quora
i14,industry talk,Multi­corpus Personalized Recommendations on Google Play:  Apps/Games/Books/Movies/Music,"Levent Koc, Cyrus Master",Industry Session 3,Paul Lamere,Kresge,09-19-16,8:30:00,10:10:00,"recommendations,google,google play,machine learning,multicorpus",,"Google Play is a seamless approach to digital entertainment on all of your devices. It gives you one place to find, enjoy and share your favorite entertainment, from apps to movies, music, books and more, on the web or any device. With more than 1 billion active users in 190+ countries around the world, Play is an important distribution platform for developers to build a global audience. More than 50 billion apps?have been downloaded from Google Play. However, generating personalized recommendations for different kind of content is a complex technical and product problem. Each of Play verticals (apps, games, books, movies, music) has different business goals, metrics to optimize, and user behavior. In this talk, we'll present an overview of how Play recommendations work across these verticals, how we evaluate our results, and the impact of deep neural networks in improving recommendations.",,"Levent Koc, Cyrus Master",,Multi­corpus Personalized Recommendations on Google Play: Apps/Games/Books/Movies/Music
i15,industry talk,Related Pins: Item­-to­-item Recommendations at Pinterest,Stephanie Rogers,Industry Session 3,Paul Lamere,Kresge,09-19-16,8:30:00,10:10:00,,,"This talk presents Pinterest Related Pins, an item-to-item recommendation system that combines collaborative filtering with content-based ranking to drive a quarter of the total engagement on Pinterest. Signals derived from user curation, the activity of users organizing content, are highly effective when used in conjunction with content based ranking. This will be an in-depth dive into the end-to-end system of Related Pins, a real-world implementation of an item-to-item hybrid recommendation system.",,Stephanie Kaye Rogers,,Related Pins: Item­-to­-item Recommendations at Pinterest
p67,poster,A Secure Shopping Experience Based on Blockchain and Beacon Technology,"Remo Manuel Frey, Denis Vučkovac, Alexander Ilic",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"The present work proposes a novel approach for a future shopping system. Customers’ personal data are protected by a blockchain-based storage network. Based on the bitcoin protocol, the system transacts encrypted data in a tamper-proof way and is able to run secure multiparty computations while no one but the data owner has access to the input data. Thus, a potential customer is able to allow a company to apply functions like a recommendation algorithm without revealing personal data. In combination with a low-energy transmitter (beacon), a completely new shopping experience arises. The beacon automatically triggers a recommendation process based on encrypted personal data. The resulting outcome is a recommendation system, a self-checkout system, and a payment system all in one, thereby full anonymity is guaranteed and the customer never lose control on her data.",,,,
p68,poster,An Entity Graph Based Recommender System,"Sneha Chaudhari, Amos Azaria, Tom Mitchell",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"We propose a recommender system which exploits relations present between entities appearing in content from user’s history and entities appearing in candidate content.
In order to identify such relations, we use the knowledge graph of NELL, which encodes entities and their relations.
We present a novel normalized version of Personalized PageRank, to rank candidate content.
We test our approach on the movie recommendation domain and show that the proposed method outperforms other baseline methods, including the standard Personalized PageRank.",,,,
